Id,Date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Day of week,Activity level
8792009665,9/04/2016,1022,0.65,0.65,0.00,0.00,0.00,0.65,0.00,0,0,63,739,1890,Sunday,Low
8792009665,10/04/2016,4605,2.95,2.95,0.00,0.00,0.00,2.95,0.00,0,0,179,1261,2253,Tuesday,Low
8792009665,11/04/2016,178,0.11,0.11,0.00,0.00,0.00,0.11,0.00,0,0,12,1428,1725,Friday,Low
8792009665,12/04/2016,20,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,6,598,728,Sunday,Low
8877689391,1/04/2016,18700,15.82,15.82,0.00,8.70,0.16,6.91,0.00,67,3,247,1123,3527,Monday,High
8877689391,2/04/2016,27572,23.39,23.39,0.00,14.72,1.21,7.34,0.01,116,24,260,1040,4220,Thursday,High
8877689391,3/04/2016,15260,8.19,8.19,0.00,1.80,0.75,5.57,0.00,106,17,259,1058,3864,Friday,High
8877689391,4/04/2016,20779,18.41,18.41,0.00,11.73,0.65,6.00,0.00,78,16,208,1138,3662,Monday,High
8877689391,5/04/2016,10695,8.12,8.12,0.00,0.77,0.18,7.09,0.01,10,3,246,1181,2834,Wednesday,High
8877689391,6/04/2016,24136,20.91,20.91,0.00,12.22,0.54,8.08,0.00,87,16,318,1019,4039,Saturday,High
8877689391,7/04/2016,10910,8.42,8.42,0.00,2.96,0.39,5.03,0.00,32,11,212,1185,2947,Monday,High
8877689391,8/04/2016,23014,20.39,20.39,0.00,11.10,0.63,8.62,0.00,70,29,359,982,4196,Thursday,High
8877689391,9/04/2016,16470,8.07,8.07,0.00,0.00,0.02,8.02,0.00,90,9,289,1052,3841,Sunday,High
8877689391,10/04/2016,28497,27.53,27.53,0.00,21.92,1.12,4.46,0.00,128,46,211,1055,4526,Tuesday,High
8877689391,11/04/2016,10622,8.06,8.06,0.00,1.47,0.15,6.37,0.01,18,7,225,1190,2820,Friday,High
8877689391,12/04/2016,2350,1.78,1.78,0.00,0.00,0.00,1.78,0.00,0,0,58,531,938,Sunday,Low
